id,added,manager,contragent,task,confirmed,master,done,canceled,userc,more,status,location
527,04.05.2023 09:44,5195792294,207240048,"Замна ЕК
505-6
057- 8
226 - 1
1 принтер ремонт",10.05.2023 10:25,301781583,10.05.2023 10:28,,,,3,
528,04.05.2023 10:59,821636275,202099756,"Заказчик: Korzinka - Beruniy
Номер заявки: 000000051513
Вид заявки: Заправка принтера*
Телефон инициатора: 901226725
Инициатор: Шерзод
Тема заявки: принтер плохо печатает
Задача (сокр): Ассалом алейкум!!!
принтер плохо печатает.",04.05.2023 11:20,563934644,04.05.2023 12:15,,,,3,
529,04.05.2023 11:00,821636275,202099756,"Заказчик: Отдел PI
Номер заявки: 000000051515
Вид заявки: Заправка принтера*
Телефон инициатора: 977260900
Инициатор: Алексан Абрамян
Тема заявки: Заправка картриджей
Задача (сокр): Добрый день коллеги,

в отделе необходимо заправить 4 картриджа.",04.05.2023 11:22,821636275,04.05.2023 12:35,,,,3,
530,04.05.2023 11:28,5195792294,302913673,"hp 521 8шт. + запчасти
не забудьте про ракелы от hp 521",08.05.2023 10:37,563934644,08.05.2023 15:59,,,,3,
531,04.05.2023 11:45,5850789657,204569572,"MF421dw пачкает листы при печати. Просят сделать сегодня

 Салихов Александр дополнил(а) заявку...
.",12.05.2023 09:16,301781583,12.05.2023 13:59,,,,3,
532,04.05.2023 12:18,5195792294,206982240,canon 216-1 (сканер не работает и надпись поменяйте картридж),17.05.2023 13:58,685927410,17.05.2023 15:45,,,,3,
533,04.05.2023 12:34,821636275,202099756,"Заказчик: Korzinka - Fayzobod
Номер заявки: 000000051522
Вид заявки: Заправка принтера*
Телефон инициатора: 935900916
Инициатор: Зиёд Обидов
Тема заявки: ремонт или профилактика
Задача (сокр): Canon 2206  принтер не печатает  прошу отправить мастера",04.05.2023 12:35,821636275,04.05.2023 14:32,,,,3,
534,04.05.2023 13:03,5195792294,206168216,Замена ЕК canon 4410-3,08.05.2023 12:17,685927410,08.05.2023 12:30,,,,3,
535,04.05.2023 13:50,821636275,202099756,"Заказчик: Korzinka - Vega
Номер заявки: 000000051527
Вид заявки: Заправка принтера*
Телефон инициатора: 994654608
Инициатор: Нурмухамедов Абдурхмон
Тема заявки: Замена картиджа и заправка картриджей
Задача (сокр): Нужно заменить старый картридж так как из него витекает тонер
и также заправить новый который есть 
и другие принтера тоже нужно заправить",04.05.2023 14:32,821636275,04.05.2023 17:41,,,,3,
536,04.05.2023 16:29,5195792294,200543309,"Заправка картриджей на принтеры Саnon 4410-2, Саnon lbp-1, HP 1536",05.05.2023 09:01,432066117,05.05.2023 11:08,,,,3,
537,04.05.2023 16:31,5195792294,200543309,активация Windows,05.05.2023 12:37,685927410,05.05.2023 12:39,,,,3,
538,04.05.2023 17:54,5195792294,207141115,"Замена ЕК
О57-10шт
+ забрать пакет с тонеров kyocera",10.05.2023 10:08,301781583,10.05.2023 10:11,,,,3,
539,05.05.2023 08:19,821636275,202099756,"Заказчик: Отдел Кадров
Номер заявки: 000000051529
Вид заявки: Заправка принтера*
Телефон инициатора: 903295136
Инициатор: Виктория
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",05.05.2023 08:19,821636275,05.05.2023 14:26,,,,3,
540,05.05.2023 08:49,821636275,202099756,"Заказчик: Fayzobod RС
Номер заявки: 000000051548
Вид заявки: Заправка принтера*
Телефон инициатора: 990305752
Инициатор: Бегзод
Тема заявки: все принтеры надо почистить  и Заправка принтера
Задача (сокр): все принтеры надо почистить  и Заправка принтера",05.05.2023 08:50,5057169611,05.05.2023 11:49,,,,3,
541,05.05.2023 08:59,821636275,202099756,"Заказчик: Korzinka - Shtab
Номер заявки: 000000051549
Вид заявки: Заправка принтера*
Телефон инициатора: 975381028
Инициатор: Азизхужаев Фаррух
Тема заявки: Не работает принтер Canon
Задача (сокр): В комнате Завсклад не работает принтер canon 
Принтер очен старый надо по менят на новую принтеру Canon 3010
заранее спасибо",05.05.2023 09:07,596759592,05.05.2023 11:27,,,,3,
542,05.05.2023 09:03,5195792294,300071434,"На Фархадском 
Canon 2411 проблема с головкой",05.05.2023 09:06,432066117,05.05.2023 22:03,,,,3,
543,05.05.2023 10:25,5195792294,306921051,"Просят срочно!!!
canon mf734 застряла бумагу",05.05.2023 13:05,432066117,05.05.2023 13:13,,,,3,
544,05.05.2023 10:52,5195792294,309934706,"Заявка в офис: Ул нукус 31/7 
для IT отдела : перенастройка wifi
959872252 Гузаля",05.05.2023 12:37,685927410,05.05.2023 13:09,,,"Мастер Комардин Захар принял заявку 05.05.2023 12:02.
 05.05.2023 12:33отказался от выполнения",3,
545,05.05.2023 10:56,5850789657,204815109,Заправить принтер глав  буха hp1018 - 1 шт. Просят очень срочно,05.05.2023 12:49,432066117,05.05.2023 13:43,,,,3,
546,05.05.2023 11:19,821636275,202099756,"Заказчик: Korzinka - Turkmenskiy
Номер заявки: 000000051552
Вид заявки: Заправка принтера*
Телефон инициатора: 995155226
Инициатор: Эдем
Тема заявки: замена катридж
Задача (сокр): заправка катридж",05.05.2023 11:27,596759592,05.05.2023 11:28,,,,3,
547,05.05.2023 11:50,5195792294,304795400,canon 6030-3,05.05.2023 11:59,432066117,05.05.2023 13:43,,,,3,
548,05.05.2023 12:03,821636275,202099756,"Заказчик: Отдел Red Tag
Номер заявки: 000000051555
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 990775218
Инициатор: Марина
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",05.05.2023 12:32,821636275,05.05.2023 14:26,,,,3,
549,05.05.2023 12:03,821636275,202099756,"Заказчик: FLO_Fayzabad
Номер заявки: 000000051561
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 712900827
Инициатор: Gafurov Shoxrux
Тема заявки: Заправить картридж
Задача (сокр): Заправить картридж всех принтеров!",05.05.2023 12:35,5057169611,05.05.2023 14:53,,,,3,
550,05.05.2023 12:14,5195792294,306799489,"Офис  hp 607 - заправка + взять с собой цилиндр
908258854 Амаль",08.05.2023 10:40,432066117,08.05.2023 18:26,,,,3,
551,05.05.2023 12:54,821636275,202099756,"Заказчик: Файзабад RedTag
Номер заявки: 000000051570
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 938691366
Инициатор: Евгения
Тема заявки: Заправка принтера
Задача (сокр): Принтер распечатывает полосками",05.05.2023 12:56,5057169611,05.05.2023 14:54,,,,3,
552,05.05.2023 12:57,5195792294,307308550,"Canon mf 4410
Canon 6020
Hp 28",05.05.2023 13:03,596759592,05.05.2023 17:09,,,,3,
553,05.05.2023 12:58,5195792294,202036604,"Canon LBP 6020-3
HP Loser Jet Pro 150-1
Canon MF 4410-1
Canon MF 3010-1
Canon MF 211-1
Canon LBP 6030-1",05.05.2023 13:04,596759592,05.05.2023 17:09,,,,3,
554,05.05.2023 13:14,5195792294,204113594,"canon 6020 lbp (полосит и черные полосы с боку)

 Салихов Александр дополнил(а) заявку...
Также высыпается  тонер (до этого мы его заправляли)",08.05.2023 10:41,432066117,08.05.2023 12:26,,,,3,
555,05.05.2023 14:39,5195792294,203608943,"Ул.Навои 6 ориентир Asia Aliancе банк ( вход со стороны подъезда) canon 4410-2
911656533  Айдар ака",08.05.2023 14:04,563934644,08.05.2023 16:13,,,,3,
556,05.05.2023 14:58,5195792294,302791012,"canon lbp 226-3
на 08,05,2023",08.05.2023 08:07,596759592,08.05.2023 09:52,,,,3,
557,05.05.2023 15:05,5195792294,203585389,hp-1536-2,05.05.2023 17:10,596759592,05.05.2023 18:51,,,,3,
558,05.05.2023 15:59,821636275,202099756,"Заказчик: Korzinka - Chilonzor 8
Номер заявки: 000000051577
Вид заявки: Заправка принтера*
Телефон инициатора: 909007696
Инициатор: Наталья
Тема заявки: Принтер не печатает
Задача (сокр): Прошу вас преслать специалиста для решении промблемы,так как не можем распечатать документы",05.05.2023 15:59,821636275,05.05.2023 19:20,,,,3,
559,05.05.2023 16:31,5195792294,201631768,"Canon 2318  и 2520 Пачкают листы

 Ахмедова Шаира дополнил(а) заявку...
на 10,05,2023 после обеда",,,,08.05.2023 13:17,65241621,Клиент попросил отменить,4,
560,05.05.2023 17:05,5195792294,200934834,"на максиме горьком 
Заправка картриджей
canon 2900
canon 6030
Забрать kyocera в офис (на месте починить не получилось)",08.05.2023 14:04,563934644,08.05.2023 16:13,,,,3,
561,07.05.2023 09:34,821636275,202099756,"Заказчик: Korzinka - Salom
Номер заявки: 000000051619
Вид заявки: Заправка принтера*
Телефон инициатора: 935503583
Инициатор: Abror
Тема заявки: Заправка принтера.
Задача (сокр): Заправка принтера.",07.05.2023 09:34,5057169611,07.05.2023 11:11,,,,3,
562,08.05.2023 08:22,821636275,202099756,"Заказчик: Korzinka - Qorasaroy
Номер заявки: 000000051637
Вид заявки: Заправка принтера*
Телефон инициатора: 999164199
Инициатор: Лайло
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера в кабинете менеджера,старшего кассира, завсклада.",08.05.2023 08:23,821636275,08.05.2023 10:20,,,,3,
